N°,PC,Bloq,Faja,N° de árbol,Especie (Exp inicial),Especie Reformulada,Código,Diametro (cm),Alt Cial (m),Volumen (m3),Coord  Este,Coord Norte,Condición 1,Fecha tala-Real,N°OP Parte,Código de Árbol,R,Especie Tala,D1 (cm),D2 (cm),L (m),Vol. (m3) Talado,Condición de Tala,Observación,FECHA-ARRASTRE,Obervacion,Fecha Trozado,N° Parte,CORRELATIVO,Codigo Patio,Especie Trozado,D1 (cm),D2 (cm),L (m),Vol. (m3) Trozado,Condición de Tala,Observación,n° de arboles
147,3,1,6,22,Cachimbo,Cachimbo,1-6-22,98,16,7.845,647535,9507769,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
148,3,1,6,23,Quillosisa,Quillosisa,1-6-23,78,14,4.348,647545,9507735,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
149,3,1,6,24,Quina quina,Quina quina,1-6-24,86,17,6.419,647537,9507569,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
150,3,1,6,25,Quillosisa,Quillosisa,1-6-25,73,15,4.081,647496,9507534,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
151,3,1,6,26,Quillosisa,Quillosisa,1-6-26,62,14,2.747,647491,9507523,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
152,3,1,6,27,Cumala,Cumala,1-6-27,56,13,2.081,647480,9507509,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
153,3,1,6,28,Pashaco,Pashaco,1-6-28,91,15,6.341,647556,9507503,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
154,3,1,6,30,Azucar huayo,Azucar huayo,1-6-30,62,18,3.532,647551,9507484,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
155,3,1,6,31,Almendro,Almendro,1-6-31,67,15,3.438,647547,9507424,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
156,3,1,6,32,Quillosisa,Quillosisa,1-6-32,62,14,2.747,647541,9507385,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
157,3,1,6,33,Mari mari,Mari mari,1-6-33,58,16,2.748,647546,9507355,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
158,3,1,6,34,Huayruro,Huayruro,1-6-34,72,16,4.234,647544,9507349,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
159,3,1,6,35,Quina quina,Quina quina,1-6-35,92,15,6.481,647522,9507331,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
160,3,1,6,38,Huayruro,Huayruro,1-6-38,74,15,4.193,647533,9507231,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
161,3,1,6,39,Quillosisa,Quillosisa,1-6-39,62,13,2.551,647520,9507211,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
162,3,1,6,40,Cumala,Cumala,1-6-40,59,15,2.666,647556,9507147,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
163,3,1,6,41,Mari mari,Mari mari,1-6-41,58,18,3.091,647537,9507128,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
164,3,1,7,1,Machimango,Machimango,1-7-1,74,16,4.473,647592,9507033,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
165,3,1,7,2,Quillosisa,Quillosisa,1-7-2,63,11,2.229,647592,9507042,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
166,3,1,7,3,Machimango,Machimango,1-7-3,56,18,2.882,647589,9507120,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
167,3,1,7,4,Yacushapana,Yacushapana,1-7-4,96,15,7.057,647581,9507221,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
168,3,1,7,7,Pashaco,Pashaco,1-7-7,63,18,3.647,647558,9507288,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
169,3,1,7,9,Almendro,Almendro,1-7-9,68,14,3.305,647578,9507331,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
170,3,1,7,10,Machimango,Machimango,1-7-10,69,17,4.132,647584,9507358,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
171,3,1,7,13,Cumala,Cumala,1-7-13,62,18,3.532,647579,9507449,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
172,3,1,7,15,Shihuahuaco,Shihuahuaco,1-7-15,64,14,2.927,647595,9507579,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
173,3,1,7,20,Quina quina,Quina quina,1-7-20,62,16,3.140,647601,9507758,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
174,3,1,7,21,Quina quina,Quina quina,1-7-21,67,18,4.125,647598,9507811,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
175,3,1,7,26,Cumaceba,Cumaceba,1-7-26,94,14,6.315,647573,9507874,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
176,3,1,7,27,Quina quina,Quina quina,1-7-27,56,17,2.722,647579,9507873,Semillero,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
177,3,1,7,28,Quillosisa,Quillosisa,1-7-28,65,6,1.294,647551,9507888,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
178,3,1,7,32,Tangarana,Tangarana,1-7-32,59,16,2.843,647594,9507991,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
179,3,1,7,33,Tangarana,Tangarana,1-7-33,76,18,5.308,647588,9507995,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
180,3,1,7,34,Quillosisa,Quillosisa,1-7-34,75,18,5.169,647573,9508116,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
181,3,1,8,4,Machimango,Machimango,1-8-4,58,10,1.717,647646,9507376,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
182,3,1,8,6,Pashaco,Pashaco,1-8-6,80,13,4.247,647653,9507442,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
183,3,1,8,7,Aguanillo,Aguanillo,1-8-7,58,14,2.404,647648,9507460,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
184,3,1,8,9,Quillosisa,Quillosisa,1-8-9,68,14,3.305,647621,9507513,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
185,3,1,8,10,Quillosisa,Quillosisa,1-8-10,62,20,3.925,647600,9507525,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
186,3,1,8,11,Huayruro,Huayruro,1-8-11,85,9,3.320,647600,9507525,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
187,3,1,8,12,Quina quina,Quina quina,1-8-12,105,16,9.005,647628,9507610,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
188,3,1,8,13,Cumala,Cumala,1-8-13,68,16,3.777,647607,9507615,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
189,3,1,8,14,Panguana,Panguana,1-8-14,68,13,3.069,647616,9507651,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
190,3,1,8,15,Aguanillo,Aguanillo,1-8-15,70,14,3.502,647628,9507662,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
191,3,1,8,17,Quillosisa,Quillosisa,1-8-17,74,10,2.796,647634,9507704,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
192,3,1,8,18,Tangarana,Tangarana,1-8-18,70,14,3.502,647645,9507750,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
193,3,1,8,20,Aguanillo,Aguanillo,1-8-20,67,14,3.208,647619,9507811,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
194,3,1,8,21,Huayruro,Huayruro,1-8-21,61,14,2.659,647652,9507858,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
195,3,1,8,23,Quillosisa,Quillosisa,1-8-23,64,12,2.509,647648,9507880,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
196,3,1,8,24,Aguanillo,Aguanillo,1-8-24,62,14,2.747,647651,9507923,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
197,3,1,8,25,Ana caspi,Ana caspi,1-8-25,80,13,4.247,647631,9507953,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
198,3,1,8,26,Mari mari,Mari mari,1-8-26,67,12,2.750,647623,9508014,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
199,3,1,8,27,Huayruro,Huayruro,1-8-27,88,16,6.325,647612,9508156,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
200,3,1,8,28,Mari mari,Mari mari,1-8-28,58,10,1.717,647644,9508233,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
201,3,1,9,1,Quillosisa,Quillosisa,1-9-1,64,18,3.764,647690,9507083,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
202,3,1,9,2,Huayruro,Huayruro,1-9-2,83,13,4.572,647699,9507108,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
203,3,1,9,3,Quillosisa,Quillosisa,1-9-3,62,14,2.747,647693,9507140,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
204,3,1,9,4,Huayruro,Huayruro,1-9-4,70,16,4.002,647699,9507148,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
205,3,1,9,5,Yacushapana,Yacushapana,1-9-5,60,14,2.573,647666,9507172,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
206,3,1,9,7,Quillosisa,Quillosisa,1-9-7,62,18,3.532,647673,9507231,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
207,3,1,9,8,Quillosisa,Quillosisa,1-9-8,105,17,9.568,647650,9507266,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
208,3,1,9,9,Quillosisa,Quillosisa,1-9-9,72,14,3.705,647677,9507282,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
209,3,1,9,10,Mari mari,Mari mari,1-9-10,65,18,3.882,647647,9507330,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
210,3,1,9,11,Shihuahuaco,Shihuahuaco,1-9-11,79,17,5.416,647679,9507365,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
211,3,1,9,12,Mari mari,Mari mari,1-9-12,72,16,4.234,647683,9507371,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
212,3,1,9,13,Cumala,Cumala,1-9-13,58,15,2.576,647685,9507377,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
213,3,1,9,14,Cumala,Cumala,1-9-14,53,14,2.008,647687,9507382,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
214,3,1,9,15,Cumala,Cumala,1-9-15,55,13,2.008,647661,9507436,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
215,3,1,9,16,Machimango,Machimango,1-9-16,74,10,2.796,647665,9507462,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
216,3,1,9,17,Caimitillo,Caimitillo,1-9-17,61,14,2.659,647693,9507491,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
217,3,1,9,18,Quillosisa,Quillosisa,1-9-18,62,13,2.551,647663,9507505,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
218,3,1,9,19,Mari mari,Mari mari,1-9-19,68,16,3.777,647688,9507559,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
219,3,1,9,20,Quillosisa,Quillosisa,1-9-20,68,18,4.249,647696,9507558,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
220,3,1,9,21,Aguanillo,Aguanillo,1-9-21,74,16,4.473,647682,9507594,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
221,3,1,9,22,Ana caspi,Ana caspi,1-9-22,66,13,2.891,647692,9507638,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
222,3,1,9,23,Aguanillo,Aguanillo,1-9-23,69,15,3.646,647684,9507675,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
223,3,1,9,25,Loro caspi,Loro caspi,1-9-25,60,15,2.757,647665,9507738,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
224,3,1,9,27,Cumala,Cumala,1-9-27,58,12,2.061,647683,9507761,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
225,3,1,9,28,Almendro,Almendro,1-9-28,70,13,3.252,647692,9507780,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
226,3,1,9,29,Cumala,Cumala,1-9-29,62,15,2.944,647659,9507820,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
227,3,1,9,30,Quillosisa,Quillosisa,1-9-30,62,16,3.140,647688,9507855,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
228,3,1,9,31,Quillosisa,Quillosisa,1-9-31,73,16,4.353,647689,9507908,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
229,3,1,9,32,Marupa,Marupa,1-9-32,57,14,2.322,647685,9507997,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
230,3,1,9,33,Quillosisa,Quillosisa,1-9-33,62,12,2.355,647672,9508040,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
231,3,1,9,34,Cumala,Cumala,1-9-34,72,17,4.499,647698,9508039,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
232,3,1,9,35,Quillosisa,Quillosisa,1-9-35,67,12,2.750,647680,9508152,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
233,3,1,9,36,Quillosisa,Quillosisa,1-9-36,62,13,2.551,647656,9508205,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
234,3,1,9,37,Quillosisa,Quillosisa,1-9-37,80,15,4.901,647691,9508238,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
235,3,1,9,38,Quillosisa,Quillosisa,1-9-38,69,17,4.132,647668,9508252,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
236,3,1,10,1,Tangarana,Tangarana,1-10-1,55,16,2.471,647715,9507019,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
237,3,1,10,3,Moena,Moena,1-10-3,61,15,2.849,647727,9507056,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
238,3,1,10,6,Moena,Moena,1-10-6,62,16,3.140,647745,9507105,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
239,3,1,10,7,Marupa,Marupa,1-10-7,72,15,3.970,647727,9507112,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
240,3,1,10,9,Quina quina,Quina quina,1-10-9,72,14,3.705,647704,9507127,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
241,3,1,10,10,Mari mari,Mari mari,1-10-10,69,15,3.646,647733,9507168,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
242,3,1,10,11,Quina quina,Quina quina,1-10-11,56,17,2.722,647728,9507187,Semillero,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
243,3,1,10,12,Huayruro,Huayruro,1-10-12,57,13,2.156,647722,9507198,Semillero,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
244,3,1,10,14,Quillosisa,Quillosisa,1-10-14,67,15,3.438,647719,9507257,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
245,3,1,10,15,Quillosisa,Quillosisa,1-10-15,74,15,4.193,647748,9507328,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
246,3,1,10,16,Quina quina,Quina quina,1-10-16,56,17,2.722,647737,9507349,Semillero,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
247,3,1,10,17,Cumaceba,Cumaceba,1-10-17,71,18,4.632,647706,9507418,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
248,3,1,10,18,Almendro,Almendro,1-10-18,78,13,4.038,647702,9507417,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
249,3,1,10,20,Quillosisa,Quillosisa,1-10-20,65,17,3.667,647744,9507450,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
250,3,1,10,21,Pashaco,Pashaco,1-10-21,64,18,3.764,647736,9507527,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
251,3,1,10,22,Almendro,Almendro,1-10-22,68,13,3.069,647736,9507533,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
252,3,1,10,24,Pashaco,Pashaco,1-10-24,76,18,5.308,647788,9507564,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
253,3,1,10,25,Cumaceba,Cumaceba,1-10-25,71,17,4.375,647751,9507584,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
254,3,1,10,26,Aguanillo,Aguanillo,1-10-26,46,17,1.836,647728,9507598,Semillero,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
255,3,1,10,29,Cachimbo,Cachimbo,1-10-29,75,18,5.169,647700,9507668,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
256,3,1,10,30,Cumaceba,Cumaceba,1-10-30,68,19,4.485,647758,9507729,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
257,3,1,10,31,Pashaco,Pashaco,1-10-31,66,15,3.336,647737,9507829,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
258,3,1,10,33,Azucar huayo,Azucar huayo,1-10-33,64,18,3.764,647742,9507840,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
259,3,1,10,34,Lagarto caspi,Lagarto caspi,1-10-34,66,25,5.559,647727,9507864,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
260,3,1,10,35,Aguanillo,Aguanillo,1-10-35,50,18,2.297,647724,9507856,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
261,3,1,10,36,Quillosisa,Quillosisa,1-10-36,84,19,6.844,647717,9507896,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
262,3,1,10,37,Quina quina,Quina quina,1-10-37,67,18,4.125,647724,9507915,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
263,3,1,10,38,Mari mari,Mari mari,1-10-38,75,19,5.456,647720,9507921,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
264,3,1,10,40,Quillosisa,Quillosisa,1-10-40,62,15,2.944,647744,9508051,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
265,3,1,10,41,Tornillo,Tornillo,1-10-41,103,18,9.749,647735,9508091,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
266,3,1,10,42,Quillosisa,Quillosisa,1-10-42,65,17,3.667,647724,9508109,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
267,3,1,10,43,Quina quina,Quina quina,1-10-43,86,17,6.419,647746,9508125,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
268,3,1,10,44,Quillosisa,Quillosisa,1-10-44,64,14,2.927,647728,9508147,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
269,3,1,10,45,Quillosisa,Quillosisa,1-10-45,75,19,5.456,647745,9508174,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
270,3,1,10,47,Palisangre,Palisangre,1-10-47,51,13,1.726,647722,9508214,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
271,3,1,10,48,Ana caspi,Ana caspi,1-10-48,71,15,3.860,647732,9508246,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
272,3,1,11,1,Cumala,Cumala,1-11-1,65,16,3.451,647760,9507011,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
273,3,1,11,2,Cumala,Cumala,1-11-2,58,15,2.576,647763,9507065,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
274,3,1,11,3,Mari mari,Mari mari,1-11-3,91,18,7.610,647776,9507110,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
275,3,1,11,4,Aguanillo,Aguanillo,1-11-4,62,15,2.944,647779,9507150,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
276,3,1,11,5,Cumala,Cumala,1-11-5,68,16,3.777,647762,9507198,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
277,3,1,11,6,Mari mari,Mari mari,1-11-6,82,16,5.492,647782,9507318,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
278,3,1,11,7,Huayruro,Huayruro,1-11-7,80,15,4.901,647786,9507328,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
279,3,1,11,8,Palisangre,Palisangre,1-11-8,78,18,5.591,647787,9507341,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
280,3,1,11,9,Quillosisa,Quillosisa,1-11-9,68,15,3.541,647788,9507376,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
281,3,1,11,10,Cumala,Cumala,1-11-10,62,12,2.355,647753,9507438,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
282,3,1,11,11,Almendro,Almendro,1-11-11,100,13,6.637,647796,9507460,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
283,3,1,11,12,Cumala,Cumala,1-11-12,70,16,4.002,647799,9507487,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
284,3,1,11,13,Quillosisa,Quillosisa,1-11-13,80,15,4.901,647778,9507545,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
285,3,1,11,14,Mari mari,Mari mari,1-11-14,70,15,3.752,647752,9507648,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
286,3,1,11,15,Cumala,Cumala,1-11-15,60,12,2.205,647759,9507666,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
287,3,1,11,16,Loro caspi,Loro caspi,1-11-16,68,16,3.777,647771,9507705,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
288,3,1,11,18,Quillosisa,Quillosisa,1-11-18,72,15,3.970,647763,9507766,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
289,3,1,11,20,Yacushapana,Yacushapana,1-11-20,72,8,2.117,647804,9507816,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
290,3,1,11,21,Cumala,Cumala,1-11-21,78,16,4.970,647790,9507869,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
291,3,1,11,22,Quillosisa,Quillosisa,1-11-22,61,14,2.659,647768,9507936,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
292,3,1,11,23,Pashaco,Pashaco,1-11-23,63,16,3.242,647805,9507983,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
293,3,1,11,24,Quillosisa,Quillosisa,1-11-24,64,14,2.927,647752,9508068,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
294,3,1,11,25,Almendro,Almendro,1-11-25,110,13,8.030,647758,9508102,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
295,3,1,11,26,Quillosisa,Quillosisa,1-11-26,63,14,2.837,647759,9508141,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
296,3,1,11,29,Mari mari,Mari mari,1-11-29,71,16,4.118,647780,9508188,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
297,3,1,11,30,Moena,Moena,1-11-30,62,16,3.140,647764,9508209,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
298,3,1,12,1,Cumala,Cumala,1-12-1,62,15,2.944,647815,9507010,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
299,3,1,12,2,Cumala,Cumala,1-12-2,71,14,3.603,647845,9507018,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
300,3,1,12,3,Almendro,Almendro,1-12-3,75,13,3.733,647853,9507021,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
301,3,1,12,5,Huayruro,Huayruro,1-12-5,56,15,2.401,647845,9507038,Semillero,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
302,3,1,12,6,Quillosisa,Quillosisa,1-12-6,64,18,3.764,647845,9507037,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
303,3,1,12,7,Quillosisa,Quillosisa,1-12-7,72,12,3.176,647838,9507142,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
304,3,1,12,8,Machimango,Machimango,1-12-8,76,12,3.538,647817,9507150,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
305,3,1,12,9,Cumala,Cumala,1-12-9,63,14,2.837,647859,9507165,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
306,3,1,12,10,Cumala,Cumala,1-12-10,61,16,3.039,647839,9507184,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
307,3,1,12,11,Cumala,Cumala,1-12-11,65,16,3.451,647829,9507186,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
308,3,1,12,12,Cumala,Cumala,1-12-12,57,14,2.322,647829,9507187,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
309,3,1,12,13,Cumala,Cumala,1-12-13,85,17,6.270,647821,9507210,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
310,3,1,12,14,Quillosisa,Quillosisa,1-12-14,62,15,2.944,647843,9507229,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
311,3,1,12,15,Cumala,Cumala,1-12-15,74,14,3.914,647798,9507307,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
312,3,1,12,17,Cumala,Cumala,1-12-17,81,13,4.354,647802,9507411,Aprovechable,,,,,,,,,0.000,,,,,,,,,,,,,0.000,,,1
