N°,PC,Nro Arbol,Faja,Especie,Dap ,HC,HT,CF,VOL M3,ESTE,NORTE,Condicion,Obs,COD_cond,COD_sp1,COD_sp2,COD_GPS
3125,3,249,16,Huayruro,80,20,24,1,6.535,674332,9635574,Aprovechable,,,Huay,,Huay_3/249
3126,3,250,16,Andiroba,52,15,18,1,2.071,674331,9635574,Aprovechable,,,Andi,,Andi_3/250
3127,3,251,16,Almendro,84,16,20,1,5.763,674240,9635590,Aprovechable,,,Alme,,Alme_3/251
3128,3,252,16,Panguana,72,16,22,1,0,674260,9635572,Semillero,,S,Pang,,S_Pang_3/252
3129,3,253,16,Anuje rumo,61,16,20,1,3.039,674212,9635612,Aprovechable,,,Anuj,ru,Anuj ru_3/253
3130,3,254,16,Machimango blanco,59,18,23,1,3.199,674023,9635609,Aprovechable,,,Mach,bl,Mach bl_3/254
3131,3,255,16,Quillosisa,63,15,18,1,3.039,673921,9635576,Aprovechable,,,Quil,,Quil_3/255
3132,3,256,16,Cumala blanca,54,15,19,1,2.233,673894,9635584,Aprovechable,,,Cuma,bl,Cuma bl_3/256
3133,3,257,16,Cumala llorona,58,15,19,1,2.576,673891,9635593,Aprovechable,,,Cuma,ll,Cuma ll_3/257
3134,3,258,16,Palisangre,74,16,20,1,4.473,673846,9635541,Aprovechable,,,Pali,,Pali_3/258
3135,3,259,16,Mari mari,78,20,24,1,6.212,673802,9635587,Aprovechable,,,Mari,ma,Mari ma_3/259
3136,3,260,16,Mari mari,93,18,20,2,7.948,673704,9635560,Aprovechable,,,Mari,ma,Mari ma_3/260
3137,3,261,16,Almendro,54,12,18,1,0,673651,9635583,Semillero,,S,Alme,,S_Alme_3/261
3138,3,262,16,Pashaco,97,18,24,1,8.646,673572,9635597,Aprovechable,,,Pash,,Pash_3/262
3139,3,263,17,Cachimbo,61,16,20,1,3.039,673599,9635521,Aprovechable,,,Cach,,Cach_3/263
3140,3,264,17,Quillosisa,84,16,22,1,5.763,673605,9635514,Aprovechable,,,Quil,,Quil_3/264
3141,3,265,17,Azucar huayo,58,15,18,1,2.576,673629,9635497,Aprovechable,,,Azuc,hu,Azuc hu_3/265
3142,3,266,17,Quillosisa,55,15,19,1,0,673655,9635524,Semillero,,S,Quil,,S_Quil_3/266
3143,3,267,17,Cumala llorona,46,12,18,1,0,673656,9635527,Semillero,,S,Cuma,ll,S_Cuma ll_3/267
3144,3,268,17,Yacushapana,62,20,23,1,0,673786,9635544,Semillero,,S,Yacu,,S_Yacu_3/268
3145,3,269,17,Cumala llorona,47,15,19,1,1.692,673850,9635494,Aprovechable,,,Cuma,ll,Cuma ll_3/269
3146,3,270,17,Pashaco,85,20,25,1,7.377,673900,9635474,Aprovechable,,,Pash,,Pash_3/270
3147,3,271,17,Quillosisa,65,16,20,1,3.451,674140,9635486,Aprovechable,,,Quil,,Quil_3/271
3148,3,272,17,Pashaco,84,15,20,1,5.403,674140,9635493,Aprovechable,,,Pash,,Pash_3/272
3149,3,273,17,Cachimbo,110,20,22,1,12.354,674219,9635469,Aprovechable,,,Cach,,Cach_3/273
3150,3,274,17,Yacushapana,92,20,23,1,8.642,674313,9635521,Aprovechable,,,Yacu,,Yacu_3/274
3151,3,275,18,Yacushapana,130,20,24,1,17.255,674346,9635436,Aprovechable,,,Yacu,,Yacu_3/275
3152,3,276,18,Machimango blanco,59,18,22,1,3.199,674318,9635424,Aprovechable,,,Mach,bl,Mach bl_3/276
3153,3,277,18,Cumala blanca,49,15,19,1,1.839,674188,9635429,Aprovechable,,,Cuma,bl,Cuma bl_3/277
3154,3,278,18,Aguanillo,46,12,18,1,0,673695,9635397,Semillero,,S,Agua,,S_Agua_3/278
3155,3,279,18,Pashaco,61,20,23,1,0,673658,9635405,Semillero,,S,Pash,,S_Pash_3/279
3156,3,280,18,Yacushapana,75,18,22,1,5.169,673660,9635416,Aprovechable,,,Yacu,,Yacu_3/280
3157,3,281,18,Aguanillo,52,12,18,1,1.657,673624,9635403,Aprovechable,,,Agua,,Agua_3/281
3158,3,282,18,Yacushapana,78,15,19,1,4.659,673595,9635407,Aprovechable,,,Yacu,,Yacu_3/282
3159,3,301,19,Andiroba,48,14,19,1,1.647,673602,9635375,Aprovechable,,,Andi,,Andi_3/301
3160,3,302,19,Andiroba,56,12,17,1,1.921,673632,9635355,Aprovechable,,,Andi,,Andi_3/302
3161,3,303,19,Anuje rumo,79,14,18,2,4.461,673676,9635342,Aprovechable,,,Anuj,ru,Anuj ru_3/303
3162,3,304,19,Caimitillo,59,18,22,1,3.199,673708,9635336,Aprovechable,,,Caim,,Caim_3/304
3163,3,305,19,Cumala blanca,46,16,20,1,0,673740,9635342,Semillero,,S,Cuma,bl,S_Cuma bl_3/305
3164,3,306,19,Cumala blanca,49,10,15,2,1.226,673872,9635368,Aprovechable,,,Cuma,bl,Cuma bl_3/306
3165,3,307,19,Cachimbo,69,12,16,1,2.917,673985,9635356,Aprovechable,,,Cach,,Cach_3/307
3166,3,308,19,Almendro,48,10,15,2,0,673994,9635355,Semillero,,S,Alme,,S_Alme_3/308
3167,3,309,19,Panguana,60,16,21,1,0,674002,9635367,Semillero,,S,Pang,,S_Pang_3/309
3168,3,310,19,Machimango blanco,55,14,18,1,2.162,673992,9635378,Aprovechable,,,Mach,bl,Mach bl_3/310
3169,3,311,19,Cumala blanca,68,18,21,2,4.249,673983,9635381,Aprovechable,,,Cuma,bl,Cuma bl_3/311
3170,3,312,19,Cumala blanca,49,18,22,1,2.206,674076,9635343,Aprovechable,,,Cuma,bl,Cuma bl_3/312
3171,3,313,19,Mari mari,48,12,16,1,1.411,674133,9635320,Aprovechable,,,Mari,ma,Mari ma_3/313
3172,3,314,19,Pashaco,68,16,21,1,3.777,674166,9635346,Aprovechable,,,Pash,,Pash_3/314
3173,3,315,19,Pashaco,85,18,23,1,6.639,674189,9635342,Aprovechable,,,Pash,,Pash_3/315
3174,3,316,19,Almendro,91,12,17,1,5.073,674233,9635349,Aprovechable,,,Alme,,Alme_3/316
3175,3,317,19,Caimitillo,115,12,16,1,8.102,674238,9635346,Aprovechable,,,Caim,,Caim_3/317
3176,3,318,19,Cumala caupuri,49,20,23,1,0,674246,9635344,Semillero,,S,Cuma,ca,S_Cuma ca_3/318
3177,3,319,19,Copal,75,12,16,1,3.446,674387,9635358,Aprovechable,,,Copa,,Copa_3/319
3178,3,320,19,Cumala llorona,65,14,17,1,3.02,674375,9635394,Aprovechable,,,Cuma,ll,Cuma ll_3/320
3179,3,321,20,Pashaco,75,18,23,1,5.169,674336,9635294,Aprovechable,,,Pash,,Pash_3/321
3180,3,322,20,Azucar huayo,53,18,22,1,2.581,674238,9635276,Aprovechable,,,Azuc,hu,Azuc hu_3/322
3181,3,323,20,Cumala llorona,65,18,22,1,3.882,674240,9635286,Aprovechable,,,Cuma,ll,Cuma ll_3/323
3182,3,324,20,Azucar huayo,75,16,21,2,4.595,674227,9635305,Aprovechable,,,Azuc,hu,Azuc hu_3/324
3183,3,325,20,Cumala llorona,48,10,15,1,1.176,674165,9635279,Aprovechable,,,Cuma,ll,Cuma ll_3/325
3184,3,326,20,Cachimbo,68,18,22,1,0,674102,9635310,Semillero,,S,Cach,,S_Cach_3/326
3185,3,327,20,Almendro,76,10,15,1,2.949,674077,9635262,Aprovechable,,,Alme,,Alme_3/327
3186,3,328,20,Mashonaste,75,16,20,1,4.595,674052,9635256,Aprovechable,,,Mash,,Mash_3/328
3187,3,329,20,Pashaco,52,12,17,1,0,674057,9635253,Semillero,,S,Pash,,S_Pash_3/329
3188,3,330,20,Cumala llorona,56,10,15,2,1.601,674033,9635308,Aprovechable,,,Cuma,ll,Cuma ll_3/330
3189,3,331,20,Machimango blanco,47,16,20,1,0,673903,9635261,Semillero,,S,Mach,bl,S_Mach bl_3/331
3190,3,332,20,Palta moena,49,8,13,2,0.981,673736,9635277,Aprovechable,,,Palt,mo,Palt mo_3/332
3191,3,333,20,Ana caspi,67,10,15,2,2.292,673716,9635289,Aprovechable,,,Ana ,ca,Ana  ca_3/333
3192,3,334,20,Canela moena,60,12,16,2,2.205,673686,9635289,Aprovechable,,,Cane,mo,Cane mo_3/334
3193,3,335,20,Mari mari,53,14,18,1,2.008,673679,9635276,Aprovechable,,,Mari,ma,Mari ma_3/335
3194,3,336,20,Anuje rumo,58,12,16,1,2.061,673678,9635283,Aprovechable,,,Anuj,ru,Anuj ru_3/336
3195,3,337,20,Mashonaste,63,14,18,1,2.837,673651,9635286,Aprovechable,,,Mash,,Mash_3/337
3196,3,338,20,Anuje rumo,79,12,16,2,3.823,673645,9635314,Aprovechable,,,Anuj,ru,Anuj ru_3/338
3197,3,339,21,Cumala blanca,64,18,22,2,3.764,673695,9635190,Aprovechable,,,Cuma,bl,Cuma bl_3/339
3198,3,340,21,Andiroba,49,16,20,1,0,673736,9635190,Semillero,,S,Andi,,S_Andi_3/340
3199,3,341,21,Caimitillo,58,14,18,1,0,673765,9635193,Semillero,,S,Caim,,S_Caim_3/341
3200,3,342,21,Tornillo,161,12,17,1,15.88,673774,9635226,Aprovechable,,,Torn,,Torn_3/342
3201,3,343,21,Palta moena,58,10,14,1,1.717,673827,9635207,Aprovechable,,,Palt,mo,Palt mo_3/343
3202,3,344,21,Almendro,57,14,18,1,0,673898,9635241,Semillero,,S,Alme,,S_Alme_3/344
3203,3,345,21,Mari mari,62,14,18,2,2.747,673922,9635242,Aprovechable,,,Mari,ma,Mari ma_3/345
3204,3,346,21,Mari mari,70,12,16,1,3.002,673951,9635214,Aprovechable,,,Mari,ma,Mari ma_3/346
3205,3,347,21,Cumala llorona,54,16,20,1,0,673961,9635203,Semillero,,S,Cuma,ll,S_Cuma ll_3/347
3206,3,348,21,Cumala blanca,46,8,12,2,0.864,673957,9635201,Aprovechable,,,Cuma,bl,Cuma bl_3/348
3207,3,349,21,Almendro,75,12,16,1,3.446,673965,9635187,Aprovechable,,,Alme,,Alme_3/349
3208,3,350,21,Cumala blanca,49,7,12,2,0.858,673997,9635185,Aprovechable,,,Cuma,bl,Cuma bl_3/350
3209,3,351,21,Cumala blanca,48,10,14,1,1.176,674070,9635201,Aprovechable,,,Cuma,bl,Cuma bl_3/351
3210,3,352,21,Aguanillo,47,14,18,2,1.579,674099,9635217,Aprovechable,,,Agua,,Agua_3/352
3211,3,353,21,Almendro,101,12,16,2,6.249,674132,9635205,Aprovechable,,,Alme,,Alme_3/353
3212,3,354,21,Copal,72,12,16,1,3.176,674171,9635207,Aprovechable,,,Copa,,Copa_3/354
3213,3,355,21,Cumala llorona,51,18,22,1,2.39,674178,9635219,Aprovechable,,,Cuma,ll,Cuma ll_3/355
3214,3,356,21,Cumala blanca,54,12,15,1,1.786,674221,9635195,Aprovechable,,,Cuma,bl,Cuma bl_3/356
3215,3,357,22,Yacushapana,48,14,18,1,1.647,674387,9635139,Aprovechable,,,Yacu,,Yacu_3/357
3216,3,358,22,Mari mari,56,16,20,1,0,674385,9635131,Semillero,,S,Mari,ma,S_Mari ma_3/358
3217,3,359,22,Pashaco,68,18,23,1,4.249,674372,9635114,Aprovechable,,,Pash,,Pash_3/359
3218,3,360,22,Palisangre,87,12,18,1,4.637,674355,9635148,Aprovechable,,,Pali,,Pali_3/360
3219,3,361,22,Cumala caupuri,56,12,15,1,1.921,674296,9635135,Aprovechable,,,Cuma,ca,Cuma ca_3/361
3220,3,362,22,Palisangre,67,18,22,1,4.125,674238,9635124,Aprovechable,,,Pali,,Pali_3/362
3221,3,363,22,Canela moena,54,10,15,2,1.489,674218,9635134,Aprovechable,,,Cane,mo,Cane mo_3/363
3222,3,364,22,Cumala llorona,62,16,20,1,3.14,674189,9635156,Aprovechable,,,Cuma,ll,Cuma ll_3/364
3223,3,365,22,Mari mari,58,16,21,2,2.748,674187,9635163,Aprovechable,,,Mari,ma,Mari ma_3/365
3224,3,366,22,Cumala llorona,72,18,22,1,4.764,674123,9635151,Aprovechable,,,Cuma,ll,Cuma ll_3/366
3225,3,367,22,Andiroba,47,8,12,1,0.902,673999,9635163,Aprovechable,,,Andi,,Andi_3/367
3226,3,368,22,Panguana,116,20,24,1,13.739,673936,9635149,Aprovechable,,,Pang,,Pang_3/368
3227,3,369,22,Mari mari,56,18,22,1,2.882,673877,9635126,Aprovechable,,,Mari,ma,Mari ma_3/369
3228,3,370,22,Cumala llorona,56,12,16,2,1.921,673795,9635129,Aprovechable,,,Cuma,ll,Cuma ll_3/370
3229,3,371,22,Cumala llorona,48,12,16,2,1.411,673760,9635133,Aprovechable,,,Cuma,ll,Cuma ll_3/371
3230,3,372,22,Yacushapana,68,16,20,1,0,673746,9635129,Semillero,,S,Yacu,,S_Yacu_3/372
3231,3,373,22,Cumala blanca,55,12,15,1,1.853,673644,9635123,Aprovechable,,,Cuma,bl,Cuma bl_3/373
3232,3,374,22,Cumala blanca,50,12,15,2,1.532,673642,9635124,Aprovechable,,,Cuma,bl,Cuma bl_3/374
3233,3,375,22,Copal,70,12,17,1,3.002,673583,9635159,Aprovechable,,,Copa,,Copa_3/375
3234,3,376,22,Cumala llorona,56,14,18,1,0,673589,9635121,Semillero,,S,Cuma,ll,S_Cuma ll_3/376
3235,3,377,23,Marupa,69,18,22,1,4.375,673586,9635043,Aprovechable,,,Maru,,Maru_3/377
3236,3,378,23,Cumala blanca,55,12,15,2,1.853,673603,9635040,Aprovechable,,,Cuma,bl,Cuma bl_3/378
3237,3,379,23,Aguanillo,48,18,21,1,0,673620,9635033,Semillero,,S,Agua,,S_Agua_3/379
3238,3,380,23,Aguanillo,46,10,15,1,1.08,673717,9635074,Aprovechable,,,Agua,,Agua_3/380
3239,3,381,23,Cumala blanca,58,14,18,1,2.404,673713,9635065,Aprovechable,,,Cuma,bl,Cuma bl_3/381
3240,3,382,23,Palisangre,66,14,19,1,3.113,673779,9635042,Aprovechable,,,Pali,,Pali_3/382
3241,3,383,23,Mari mari,73,12,16,1,3.265,673831,9635029,Aprovechable,,,Mari,ma,Mari ma_3/383
3242,3,384,23,Aguanillo,46,12,16,1,1.296,673834,9635030,Aprovechable,,,Agua,,Agua_3/384
3243,3,385,23,Cumala llorona,57,12,17,2,1.99,673839,9635029,Aprovechable,,,Cuma,ll,Cuma ll_3/385
3244,3,386,23,Canela moena,52,8,13,2,1.104,673854,9635017,Aprovechable,,,Cane,mo,Cane mo_3/386
3245,3,387,23,Andiroba,46,10,14,1,1.08,674062,9635072,Aprovechable,,,Andi,,Andi_3/387
3246,3,388,23,Cumala blanca,56,18,22,1,0,674122,9635066,Semillero,,S,Cuma,bl,S_Cuma bl_3/388
3247,3,389,23,Cumala caupuri,47,17,20,1,1.917,674157,9635055,Aprovechable,,,Cuma,ca,Cuma ca_3/389
3248,3,390,23,Canela moena,46,10,14,2,1.08,674234,9635047,Aprovechable,,,Cane,mo,Cane mo_3/390
3249,3,391,23,Cumala blanca,50,18,22,1,2.297,674251,9635051,Aprovechable,,,Cuma,bl,Cuma bl_3/391
3250,3,392,24,Cumala blanca,47,12,16,1,1.353,674366,9634991,Aprovechable,,,Cuma,bl,Cuma bl_3/392
3251,3,393,24,Quillosisa,58,14,19,1,2.404,674336,9635003,Aprovechable,,,Quil,,Quil_3/393
3252,3,394,24,Cachimbo,67,12,16,2,2.75,674302,9635007,Aprovechable,,,Cach,,Cach_3/394
3253,3,395,24,Aguanillo,69,18,22,1,4.375,674244,9634958,Aprovechable,,,Agua,,Agua_3/395
3254,3,396,24,Azucar huayo,63,20,24,1,4.052,674131,9634999,Aprovechable,,,Azuc,hu,Azuc hu_3/396
3255,3,397,24,Cumala blanca,48,16,20,1,1.882,674127,9635003,Aprovechable,,,Cuma,bl,Cuma bl_3/397
3256,3,398,24,Palisangre,84,20,24,1,0,674121,9635007,Semillero,,S,Pali,,S_Pali_3/398
3257,3,399,24,Panguana,110,20,24,1,12.354,674002,9635009,Aprovechable,,,Pang,,Pang_3/399
3258,3,400,24,Machimango negro,62,14,18,1,0,673879,9634996,Semillero,,S,Mach,ne,S_Mach ne_3/400
3259,3,401,24,Machimango blanco,52,18,21,1,2.485,673874,9634993,Aprovechable,,,Mach,bl,Mach bl_3/401
3260,3,402,24,Cumala llorona,47,14,17,1,0,673636,9634988,Semillero,,S,Cuma,ll,S_Cuma ll_3/402
3261,3,451,25,Zapotillo,48,17,20,1,2,673577,9634903,Aprovechable,,,Zapo,,Zapo_3/451
3262,3,452,25,Cumala blanca,55,18,21,1,2.78,673576,9634932,Aprovechable,,,Cuma,bl,Cuma bl_3/452
3263,3,453,25,Cumala llorona,48,17,20,1,2,673595,9634942,Aprovechable,,,Cuma,ll,Cuma ll_3/453
3264,3,454,25,Mari mari,60,16,19,1,2.941,673616,9634953,Aprovechable,,,Mari,ma,Mari ma_3/454
3265,3,455,25,Canela moena,62,17,20,2,3.336,673655,9634894,Aprovechable,,,Cane,mo,Cane mo_3/455
3266,3,456,25,Azucar huayo,64,18,21,1,3.764,673758,9634909,Aprovechable,,,Azuc,hu,Azuc hu_3/456
3267,3,457,25,Machimango blanco,59,17,20,1,3.021,673766,9634893,Aprovechable,,,Mach,bl,Mach bl_3/457
3268,3,458,25,Cumala blanca,55,18,21,1,2.78,673867,9634895,Aprovechable,,,Cuma,bl,Cuma bl_3/458
3269,3,459,25,Aguanillo,58,18,21,1,3.091,673898,9634893,Aprovechable,,,Agua,,Agua_3/459
3270,3,460,25,Mari mari,68,17,20,1,4.013,673925,9634945,Aprovechable,,,Mari,ma,Mari ma_3/460
3271,3,461,25,Cumala blanca,47,17,20,1,1.917,674011,9634902,Aprovechable,,,Cuma,bl,Cuma bl_3/461
3272,3,462,25,Mari mari,63,15,21,2,3.039,674034,9634915,Aprovechable,,,Mari,ma,Mari ma_3/462
3273,3,463,25,Anuje rumo,57,16,19,1,2.654,674071,9634951,Aprovechable,,,Anuj,ru,Anuj ru_3/463
3274,3,464,25,Anuje rumo,62,17,20,1,3.336,674079,9634966,Aprovechable,,,Anuj,ru,Anuj ru_3/464
3275,3,465,25,Cumala llorona,59,17,20,2,3.021,674090,9634932,Aprovechable,,,Cuma,ll,Cuma ll_3/465
3276,3,466,25,Zapotillo,55,17,20,1,2.625,674097,9634909,Aprovechable,,,Zapo,,Zapo_3/466
3277,3,467,25,Palisangre,50,16,20,1,2.042,674112,9634914,Aprovechable,,,Pali,,Pali_3/467
3278,3,468,25,Ana caspi,88,20,25,1,7.907,674134,9634905,Aprovechable,,,Ana ,ca,Ana  ca_3/468
3279,3,469,25,Cumala llorona,59,17,21,1,3.021,674146,9634915,Aprovechable,,,Cuma,ll,Cuma ll_3/469
3280,3,470,25,Cumala llorona,69,17,20,2,4.132,674228,9634905,Aprovechable,,,Cuma,ll,Cuma ll_3/470
3281,3,471,25,Ana caspi,68,18,23,1,4.249,674251,9634925,Aprovechable,,,Ana ,ca,Ana  ca_3/471
3282,3,472,25,Cumala llorona,70,18,21,1,4.503,674257,9634905,Aprovechable,,,Cuma,ll,Cuma ll_3/472
3283,3,473,25,Palisangre,82,17,22,1,5.836,674266,9634894,Aprovechable,,,Pali,,Pali_3/473
3284,3,474,26,Mari mari,62,16,19,1,3.14,674386,9634841,Aprovechable,,,Mari,ma,Mari ma_3/474
3285,3,475,26,Mari mari,109,15,21,2,9.098,674340,9634828,Aprovechable,,,Mari,ma,Mari ma_3/475
3286,3,476,26,Cumala llorona,62,18,21,1,3.532,674348,9634842,Aprovechable,,,Cuma,ll,Cuma ll_3/476
3287,3,477,26,Machimango negro,62,16,19,1,0,674310,9634838,Semillero,,S,Mach,ne,S_Mach ne_3/477
3288,3,478,26,Mari mari,59,17,20,1,3.021,674304,9634828,Aprovechable,,,Mari,ma,Mari ma_3/478
3289,3,479,26,Ana caspi,79,18,22,1,5.735,674061,9634858,Aprovechable,,,Ana ,ca,Ana  ca_3/479
3290,3,480,26,Marupa,49,16,19,1,1.961,674032,9634824,Aprovechable,,,Maru,,Maru_3/480
3291,3,481,26,Almendro,51,12,18,1,0,674000,9634841,Semillero,,S,Alme,,S_Alme_3/481
3292,3,482,26,Panguana,85,18,22,1,6.639,673918,9634791,Aprovechable,,,Pang,,Pang_3/482
3293,3,483,26,Cumala blanca,50,15,19,1,1.914,673792,9634853,Aprovechable,,,Cuma,bl,Cuma bl_3/483
3294,3,484,26,Cumala blanca,48,18,21,1,2.117,673805,9634791,Aprovechable,,,Cuma,bl,Cuma bl_3/484
3295,3,485,26,Zapotillo,50,17,20,1,2.17,673800,9634795,Aprovechable,,,Zapo,,Zapo_3/485
3296,3,486,26,Cumala blanca,57,15,20,2,2.488,673774,9634799,Aprovechable,,,Cuma,bl,Cuma bl_3/486
3297,3,487,26,Ana caspi,69,16,21,1,3.889,673696,9634830,Aprovechable,,,Ana ,ca,Ana  ca_3/487
3298,3,488,27,Pashaco,86,17,21,2,6.419,673566,9634795,Aprovechable,,,Pash,,Pash_3/488
3299,3,489,27,Aguanillo,50,17,20,2,2.17,673560.2599,9634722.018,Aprovechable,,,Agua,,Agua_3/489
3300,3,490,27,Quillosisa,54,17,20,1,0,673658,9634732,Semillero,,S,Quil,,S_Quil_3/490
3301,3,491,27,Pashaco,77,18,22,1,5.448,673680,9634745,Aprovechable,,,Pash,,Pash_3/491
3302,3,492,27,Panguana,69,17,21,1,4.132,673699,9634741,Aprovechable,,,Pang,,Pang_3/492
3303,3,493,27,Cumala caupuri,54,17,20,1,2.531,673701,9634741,Aprovechable,,,Cuma,ca,Cuma ca_3/493
3304,3,494,27,Zapotillo,52,19,22,1,0,673846,9634760,Semillero,,S,Zapo,,S_Zapo_3/494
3305,3,495,27,Zapotillo,88,19,22,1,7.511,673837,9634751,Aprovechable,,,Zapo,,Zapo_3/495
3306,3,496,27,Azucar huayo,53,17,20,1,2.438,673893,9634771,Aprovechable,,,Azuc,hu,Azuc hu_3/496
3307,3,497,27,Mari mari,58,16,20,1,2.748,674027,9634765,Aprovechable,,,Mari,ma,Mari ma_3/497
3308,3,498,27,Almendro,71,10,17,1,2.573,674026,9634769,Aprovechable,,,Alme,,Alme_3/498
3309,3,499,27,Yacushapana,70,16,19,1,4.002,674092,9634767,Aprovechable,,,Yacu,,Yacu_3/499
3310,3,500,27,Cumala blanca,60,17,20,1,3.124,674161,9634786,Aprovechable,,,Cuma,bl,Cuma bl_3/500
3311,3,501,28,Pashaco,68,18,21,1,4.249,674386,9634692,Aprovechable,,,Pash,,Pash_3/501
3312,3,502,28,Pashaco,88,18,21,1,7.116,674337,9634681,Aprovechable,,,Pash,,Pash_3/502
3313,3,503,28,Zapotillo,73,16,21,1,4.353,674309,9634658,Aprovechable,,,Zapo,,Zapo_3/503
3314,3,504,28,Machimango blanco,90,17,20,1,7.03,674299,9634663,Aprovechable,,,Mach,bl,Mach bl_3/504
3315,3,505,28,Zapotillo,52,17,20,1,2.347,674286,9634678,Aprovechable,,,Zapo,,Zapo_3/505
3316,3,506,28,Cumala llorona,59,18,21,1,3.199,674227,9634636,Aprovechable,,,Cuma,ll,Cuma ll_3/506
3317,3,507,28,Pashaco,64,17,21,2,3.555,674146,9634701,Aprovechable,,,Pash,,Pash_3/507
3318,3,508,28,Yacushapana,70,12,18,1,3.002,674137,9634693,Aprovechable,,,Yacu,,Yacu_3/508
3319,3,509,28,Azucar huayo,52,17,20,1,0,673968,9634664,Semillero,,S,Azuc,hu,S_Azuc hu_3/509
3320,3,510,28,Pashaco,70,17,21,1,4.253,673936,9634699,Aprovechable,,,Pash,,Pash_3/510
3321,3,511,28,Pashaco,69,18,21,2,4.375,673915,9634657,Aprovechable,,,Pash,,Pash_3/511
3322,3,512,28,Cumala blanca,48,17,20,1,2,673894,9634680,Aprovechable,,,Cuma,bl,Cuma bl_3/512
3323,3,513,28,Cumala blanca,47,17,21,1,1.917,673854,9634677,Aprovechable,,,Cuma,bl,Cuma bl_3/513
3324,3,514,28,Cumala blanca,47,17,20,2,1.917,673843,9634679,Aprovechable,,,Cuma,bl,Cuma bl_3/514
3325,3,515,28,Panguana,59,18,21,1,3.199,673828,9634688,Aprovechable,,,Pang,,Pang_3/515
3326,3,516,28,Ana caspi,55,18,22,1,2.78,673750,9634670,Aprovechable,,,Ana ,ca,Ana  ca_3/516
3327,3,517,28,Panguana,90,18,22,1,7.443,673643,9634691,Aprovechable,,,Pang,,Pang_3/517
3328,3,518,28,Cumala caupuri,49,18,20,1,2.206,673650,9634692,Aprovechable,,,Cuma,ca,Cuma ca_3/518
3329,3,519,28,Quillosisa,48,17,20,1,2,673622,9634670,Aprovechable,,,Quil,,Quil_3/519
3330,3,520,28,Mari mari,99,18,21,2,9.006,673560.2752,9634677.005,Aprovechable,,,Mari,ma,Mari ma_3/520
3331,3,521,29,Machimango blanco,52,17,20,1,2.347,673663,9634579,Aprovechable,,,Mach,bl,Mach bl_3/521
3332,3,522,29,Cumala llorona,59,17,20,1,3.021,673685,9634585,Aprovechable,,,Cuma,ll,Cuma ll_3/522
3333,3,523,29,Cumala blanca,50,18,21,1,2.297,673796,9634596,Aprovechable,,,Cuma,bl,Cuma bl_3/523
3334,3,524,29,Mari mari,100,18,21,2,9.189,673855,9634594,Aprovechable,,,Mari,ma,Mari ma_3/524
3335,3,525,29,Cumala blanca,48,17,20,1,2,673930,9634606,Aprovechable,,,Cuma,bl,Cuma bl_3/525
3336,3,526,29,Anuje rumo,59,17,20,1,3.021,674042,9634591,Aprovechable,,,Anuj,ru,Anuj ru_3/526
3337,3,527,29,Ana caspi,81,18,22,1,6.029,674063,9634615,Aprovechable,,,Ana ,ca,Ana  ca_3/527
3338,3,528,29,Cumala blanca,48,17,20,1,2,674131,9634598,Aprovechable,,,Cuma,bl,Cuma bl_3/528
3339,3,529,29,Marupa,66,15,20,1,3.336,674179,9634618,Aprovechable,,,Maru,,Maru_3/529
3340,3,530,29,Palisangre,74,17,22,1,4.752,674201,9634608,Aprovechable,,,Pali,,Pali_3/530
3341,3,531,29,Palta moena,58,17,20,1,2.92,674267,9634607,Aprovechable,,,Palt,mo,Palt mo_3/531
3342,3,532,29,Almendro,49,13,19,1,0,674335,9634578,Semillero,,S,Alme,,S_Alme_3/532
3343,3,533,30,Cumala llorona,69,18,21,1,4.375,674194,9634549,Aprovechable,,,Cuma,ll,Cuma ll_3/533
3344,3,534,30,Cumala blanca,50,18,21,1,2.297,674169,9634543,Aprovechable,,,Cuma,bl,Cuma bl_3/534
3345,3,535,30,Panguana,58,19,22,1,3.263,674158,9634522,Aprovechable,,,Pang,,Pang_3/535
3346,3,536,30,Mari mari,61,18,21,1,3.419,674122,9634508,Aprovechable,,,Mari,ma,Mari ma_3/536
3347,3,537,30,Azucar huayo,62,19,22,1,3.729,674100,9634505,Aprovechable,,,Azuc,hu,Azuc hu_3/537
3348,3,538,30,Marupa,64,15,20,2,3.137,674101,9634521,Aprovechable,,,Maru,,Maru_3/538
3349,3,539,30,Palisangre,48,10,18,2,1.176,674050,9634514,Aprovechable,,,Pali,,Pali_3/539
3350,3,540,30,Cumala blanca,48,17,21,1,0,673977,9634519,Semillero,,S,Cuma,bl,S_Cuma bl_3/540
3351,3,541,30,Cumala blanca,65,18,21,1,3.882,673889,9634532,Aprovechable,,,Cuma,bl,Cuma bl_3/541
3352,3,542,30,Sacha casho,103,16,20,1,8.666,673842,9634535,Aprovechable,,,Sach,ca,Sach ca_3/542
3353,3,543,30,Mari mari,65,17,21,1,0,673782,9634510,Semillero,,S,Mari,ma,S_Mari ma_3/543
3354,3,544,30,Palisangre,69,18,22,1,4.375,673718,9634528,Aprovechable,,,Pali,,Pali_3/544
3355,3,545,30,Machimango blanco,66,17,21,1,3.78,673717,9634521,Aprovechable,,,Mach,bl,Mach bl_3/545
3356,3,546,30,Cumala caupuri,54,17,20,1,2.531,673675,9634518,Aprovechable,,,Cuma,ca,Cuma ca_3/546
